=== Age ===
- Valore: 24.0 | Conteggio: 324 | Percentuale: 3.73%
- Valore: 236.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 701.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 693.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 218.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 533.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 521.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 553.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 619.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 155.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 117.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 498.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 275.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 757.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 126.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 567.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 192.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 88.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 766.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 334.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 182.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 555.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 428.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 82.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 125.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 715.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 368.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 140.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 349.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 75.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 115.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 1674.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 402.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 239.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 394.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 359.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 103.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 383.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 137.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 2376.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 262.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 199.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 48.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 1226.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 224.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 575.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 260.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 101.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 489.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 76.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 1023.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 309.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 629.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 171.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 1370.0 | Conteggio: 3 | Percentuale: 0.03%
- Valore: 372.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 270.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 118.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 490.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 741.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 240.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 785.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 673.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1082.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 319.75 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 2203.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 776.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 896.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 621.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1539.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 500.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 418.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1318.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 582.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1257.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 647.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 733.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 624.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 12424.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 347.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 867.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1132.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 287.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 267.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 549.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 769.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 448.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 683.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1963.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 537.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1179.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 2056.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 138.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 177.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 198.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 774.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 320.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 468.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 136.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 826.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 900.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 487.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 121.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 335.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 2336.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 777.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 748.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 378.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 583.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 475.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 570.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 375.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 571.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 145.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1320.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 672.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 854.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 141.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1548.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 588.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 470.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1435.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 102.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 158.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 632.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 116.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 779.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1984.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 205.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 290.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 605.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 186.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 815.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 772.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 363.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 311.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 667.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 483.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 676.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1141.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 181.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 466.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 558.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 502.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 2260.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 350.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 784.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 658.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1244.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1678.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 344.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1157.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 305.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 444.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1148.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 2325.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 548.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 284.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 436.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 139.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 909.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 920.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 542.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 813.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 228.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1384.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 809.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 261.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1560.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 484.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 707.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 681.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 179.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 801.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 565.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1919.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 469.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 871.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 266.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 51.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 366.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 551.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 692.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 107.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 440.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 636.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 633.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 746.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 2141.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 249.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 110.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 398.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 986.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 360.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 452.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 700.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1014.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 276.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 2577.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 437.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 782.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1804.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 307.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 3372.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 625.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 516.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 845.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 340.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1514.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 4987.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 584.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 417.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 230.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 342.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1063.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1460.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 162.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 878.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 645.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 513.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 87.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 200.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 603.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1171.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 2054.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 718.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 156.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 264.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1290.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 697.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 438.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1116.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 462.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 908.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1057.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 514.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 328.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 623.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 832.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 482.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 191.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 722.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 38.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1229.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 912.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 241.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 855.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1462.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 539.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 453.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 793.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 698.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1166.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 493.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 127.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 151.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1042.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 706.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 187.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 761.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1147.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 756.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 653.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 677.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 791.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 634.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 455.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 146.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1955.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1241.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 739.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 193.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 663.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 209.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 289.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 318.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 638.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 164.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 133.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 81.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 201.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 788.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 705.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1479.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 792.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 702.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 443.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 299.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 820.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 515.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 807.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 607.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 943.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 719.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1300.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 781.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 253.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 843.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 179.66666666666666 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 338.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 104.5 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 540.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 10912.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1675.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 211.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3303.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2469.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 841.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 272.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4666.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1543.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 742.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 875.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 956.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 599.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 950.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3554.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1099.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 630.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4085.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 680.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 322.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1417.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3047.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 477.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1596.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3014.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 5166.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 9837.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 432.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1200.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1030.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 10888.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 557.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1611.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 288.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1240.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 147.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 657.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 5496.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2919.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 796.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1918.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1724.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1495.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1578.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 169.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1638.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1363.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 5531.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1279.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2236.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 828.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3167.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2035.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 925.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4056.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 744.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 6985.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 5477.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 564.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4088.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 202.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 10270.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 601.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1059.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1624.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 7461.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4898.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2740.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 503.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2659.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1247.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 7121.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 10206.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 5543.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2711.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1399.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2175.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1478.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4817.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 8221.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 812.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1155.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 8188.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3726.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2105.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 618.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 7492.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1297.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 8040.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1814.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1120.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 435.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3491.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 459.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 519.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1469.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 5558.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1699.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 901.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 5688.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 411.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1544.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 314.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 183.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 734.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 720.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 987.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2187.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1466.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 12061.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 7730.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 11213.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 531.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1403.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4090.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 35.666666666666664 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1755.0 | Conteggio: 1 | Percentuale: 0.01%
