feature,value,count,percentage
Spa,870.0,1,0.0115
Spa,3693.0,1,0.0115
Spa,3926.0,1,0.0115
Spa,4549.0,1,0.0115
Spa,2851.0,1,0.0115
Spa,1851.0,1,0.0115
Spa,5474.0,1,0.0115
Spa,1885.0,1,0.0115
Spa,803.0,1,0.0115
Spa,362.0,1,0.0115
Spa,2963.0,1,0.0115
Spa,575.0,1,0.0115
Spa,429.0,1,0.0115
Spa,873.0,1,0.0115
Spa,2799.0,1,0.0115
Spa,657.0,1,0.0115
Spa,781.0,1,0.0115
Spa,1849.0,1,0.0115
Spa,311.0,1,0.0115
Spa,2043.0,1,0.0115
Spa,3282.0,1,0.0115
Spa,235.0,1,0.0115
Spa,1082.0,1,0.0115
Spa,1634.0,1,0.0115
Spa,878.0,1,0.0115
Spa,1072.0,1,0.0115
Spa,1964.0,1,0.0115
Spa,1956.0,1,0.0115
Spa,4368.0,1,0.0115
Spa,479.0,1,0.0115
Spa,1382.0,1,0.0115
Spa,14970.0,1,0.0115
Spa,4812.0,1,0.0115
Spa,197.0,1,0.0115
Spa,899.0,1,0.0115
Spa,462.0,1,0.0115
Spa,2463.0,1,0.0115
Spa,1854.0,1,0.0115
Spa,1090.0,1,0.0115
Spa,1658.0,1,0.0115
Spa,1482.0,1,0.0115
Spa,591.0,1,0.0115
Spa,1474.3333333333333,1,0.0115
Spa,4423.0,1,0.0115
Spa,1157.0,1,0.0115
Spa,482.0,1,0.0115
Spa,1989.0,1,0.0115
Spa,302.0,1,0.0115
Spa,8620.0,1,0.0115
Spa,752.0,1,0.0115
Spa,8126.0,1,0.0115
Spa,3104.0,1,0.0115
Spa,8810.0,1,0.0115
Spa,22408.0,1,0.0115
Spa,1612.0,1,0.0115
Spa,1481.0,1,0.0115
Spa,2725.0,1,0.0115
Spa,1120.0,1,0.0115
Spa,4588.0,1,0.0115
Spa,1179.0,1,0.0115
Spa,2775.0,1,0.0115
Spa,423.0,1,0.0115
Spa,473.0,1,0.0115
Spa,9655.0,1,0.0115
Spa,1669.0,1,0.0115
Spa,396.0,1,0.0115
Spa,332.0,1,0.0115
Spa,687.0,1,0.0115
Spa,3220.0,1,0.0115
Spa,1873.0,1,0.0115
Spa,4952.0,1,0.0115
Spa,1711.0,1,0.0115
Spa,1443.0,1,0.0115
Spa,667.0,1,0.0115
Spa,1770.0,1,0.0115
Spa,2256.0,1,0.0115
Spa,885.0,1,0.0115
Spa,2183.0,1,0.0115
Spa,18572.0,1,0.0115
Spa,1273.0,1,0.0115
Spa,4199.0,1,0.0115
Spa,2519.0,1,0.0115
Spa,1154.0,1,0.0115
Spa,551.0,1,0.0115
Spa,994.0,1,0.0115
Spa,3441.0,1,0.0115
Spa,141.0,1,0.0115
Spa,2148.0,1,0.0115
Spa,1535.0,1,0.0115
Spa,848.0,1,0.0115
Spa,645.0,1,0.0115
Spa,718.0,1,0.0115
Spa,3.857142857142857,1,0.0115
Spa,216.0,1,0.0115
Spa,521.0,1,0.0115
Spa,181.0,1,0.0115
Spa,751.0,1,0.0115
Spa,900.0,1,0.0115
Spa,84.2,1,0.0115
Spa,421.0,1,0.0115
Spa,171.0,1,0.0115
Spa,1773.0,1,0.0115
Spa,875.0,1,0.0115
Spa,2750.0,1,0.0115
Spa,3329.0,1,0.0115
Spa,946.0,1,0.0115
Spa,918.0,1,0.0115
Spa,497.0,1,0.0115
Spa,4864.0,1,0.0115
Spa,2274.0,1,0.0115
Spa,829.0,1,0.0115
Spa,414.5,1,0.0115
Spa,1294.0,1,0.0115
Spa,1030.0,1,0.0115
Spa,2810.0,1,0.0115
Spa,2354.0,1,0.0115
Spa,3030.0,1,0.0115
Spa,1377.0,1,0.0115
Spa,430.0,1,0.0115
Spa,5025.0,1,0.0115
Spa,147.0,1,0.0115
Spa,13995.0,1,0.0115
Spa,1432.0,1,0.0115
Spa,2234.0,1,0.0115
Spa,3786.0,1,0.0115
Spa,2718.0,1,0.0115
Spa,1376.0,1,0.0115
Spa,1972.0,1,0.0115
Spa,2049.0,1,0.0115
Spa,440.0,1,0.0115
Spa,780.0,1,0.0115
Spa,957.0,1,0.0115
Spa,800.0,1,0.0115
Spa,1239.0,1,0.0115
Spa,6715.0,1,0.0115
Spa,684.0,1,0.0115
Spa,1159.0,1,0.0115
Spa,1446.0,1,0.0115
Spa,269.0,1,0.0115
Spa,3238.0,1,0.0115
Spa,1284.6666666666667,1,0.0115
Spa,2868.0,1,0.0115
Spa,1107.0,1,0.0115
Spa,404.0,1,0.0115
Spa,466.0,1,0.0115
Spa,5775.0,1,0.0115
Spa,1028.0,1,0.0115
Spa,1663.0,1,0.0115
Spa,1841.0,1,0.0115
Spa,1587.0,1,0.0115
Spa,1008.0,1,0.0115
Spa,1460.0,1,0.0115
Spa,949.0,1,0.0115
Spa,1180.0,1,0.0115
Spa,4925.0,1,0.0115
Spa,165.0,1,0.0115
Spa,976.0,1,0.0115
Spa,1130.0,1,0.0115
Spa,3939.0,1,0.0115
Spa,3657.0,1,0.0115
Spa,634.0,1,0.0115
Spa,623.0,1,0.0115
Spa,2019.0,1,0.0115
Spa,4111.0,1,0.0115
Spa,4016.0,1,0.0115
Spa,4502.0,1,0.0115
Spa,1572.0,1,0.0115
Spa,2760.0,1,0.0115
Spa,500.0,1,0.0115
Spa,427.0,1,0.0115
Spa,1606.0,1,0.0115
Spa,889.0,1,0.0115
Spa,1910.0,1,0.0115
Spa,561.0,1,0.0115
Spa,13902.0,1,0.0115
Spa,3682.0,1,0.0115
Spa,987.0,1,0.0115
Spa,377.0,1,0.0115
Spa,5287.0,1,0.0115
Spa,1915.0,1,0.0115
Spa,294.0,1,0.0115
Spa,932.0,1,0.0115
Spa,106.5,1,0.0115
Spa,355.0,1,0.0115
Spa,4212.0,1,0.0115
Spa,2059.0,1,0.0115
Spa,2809.0,1,0.0115
Spa,1695.0,1,0.0115
Spa,1229.0,1,0.0115
Spa,1323.0,1,0.0115
Spa,3560.0,1,0.0115
Spa,1586.0,1,0.0115
Spa,225.0,1,0.0115
Spa,1503.0,1,0.0115
Spa,798.0,1,0.0115
Spa,505.0,1,0.0115
Spa,2723.0,1,0.0115
Spa,189.0,1,0.0115
Spa,7786.0,1,0.0115
Spa,586.0,1,0.0115
Spa,5458.0,1,0.0115
Spa,3528.0,1,0.0115
Spa,1379.0,1,0.0115
Spa,2349.0,1,0.0115
Spa,8293.0,1,0.0115
Spa,13016.0,1,0.0115
Spa,1019.0,1,0.0115
Spa,683.0,1,0.0115
Spa,1368.0,1,0.0115
Spa,9206.0,1,0.0115
Spa,4683.0,1,0.0115
Spa,1442.0,1,0.0115
Spa,2032.0,1,0.0115
Spa,1743.0,1,0.0115
Spa,5248.0,1,0.0115
Spa,15586.0,1,0.0115
Spa,2511.0,1,0.0115
Spa,6953.0,1,0.0115
Spa,2038.0,1,0.0115
Spa,1488.0,1,0.0115
Spa,3369.0,1,0.0115
Spa,1181.0,1,0.0115
Spa,2160.0,1,0.0115
Spa,1400.0,1,0.0115
Spa,249.0,1,0.0115
Spa,2606.0,1,0.0115
Spa,1823.0,1,0.0115
Spa,597.0,1,0.0115
Spa,3204.0,1,0.0115
Spa,1624.0,1,0.0115
Spa,1425.0,1,0.0115
Spa,520.0,1,0.0115
Spa,689.0,1,0.0115
Spa,2423.0,1,0.0115
Spa,948.0,1,0.0115
Spa,509.0,1,0.0115
Spa,388.0,1,0.0115
Spa,1492.0,1,0.0115
Spa,5432.0,1,0.0115
Spa,1268.0,1,0.0115
Spa,998.0,1,0.0115
Spa,275.0,1,0.0115
Spa,432.0,1,0.0115
Spa,563.0,1,0.0115
Spa,2854.0,1,0.0115
Spa,1931.0,1,0.0115
Spa,6688.0,1,0.0115
Spa,2075.0,1,0.0115
Spa,433.0,1,0.0115
Spa,2441.0,1,0.0115
Spa,4928.0,1,0.0115
Spa,5481.0,1,0.0115
Spa,3803.0,1,0.0115
Spa,867.0,1,0.0115
Spa,4794.0,1,0.0115
Spa,1211.0,1,0.0115
Spa,2330.0,1,0.0115
Spa,4732.0,1,0.0115
Spa,437.0,1,0.0115
Spa,777.0,1,0.0115
Spa,1012.0,1,0.0115
Spa,237.0,1,0.0115
Spa,290.0,1,0.0115
Spa,5491.0,1,0.0115
Spa,8493.0,1,0.0115
Spa,538.0,1,0.0115
Spa,993.0,1,0.0115
Spa,2445.0,1,0.0115
Spa,1013.0,1,0.0115
Spa,5250.0,1,0.0115
Spa,242.0,1,0.0115
Spa,835.0,1,0.0115
Spa,4344.0,1,0.0115
Spa,1714.0,1,0.0115
Spa,990.0,1,0.0115
Spa,2263.0,1,0.0115
Spa,1220.5,1,0.0115
Spa,365.0,1,0.0115
Spa,1654.0,1,0.0115
Spa,811.0,1,0.0115
Spa,2326.0,1,0.0115
Spa,9181.0,1,0.0115
Spa,1114.0,1,0.0115
Spa,4303.0,1,0.0115
Spa,952.0,1,0.0115
Spa,3656.0,1,0.0115
Spa,721.0,1,0.0115
Spa,569.0,1,0.0115
Spa,577.0,1,0.0115
Spa,4114.0,1,0.0115
Spa,4664.0,1,0.0115
Spa,4948.0,1,0.0115
Spa,744.0,1,0.0115
Spa,7627.0,1,0.0115
Spa,8145.0,1,0.0115
Spa,5391.0,1,0.0115
Spa,3154.0,1,0.0115
Spa,842.0,1,0.0115
Spa,643.0,1,0.0115
Spa,0.5,1,0.0115
Spa,10976.0,1,0.0115
Spa,306.0,1,0.0115
Spa,1745.0,1,0.0115
Spa,714.0,1,0.0115
Spa,581.0,1,0.0115
Spa,822.0,1,0.0115
Spa,1784.0,1,0.0115
Spa,1737.0,1,0.0115
Spa,7860.0,1,0.0115
Spa,6841.0,1,0.0115
Spa,970.0,1,0.0115
Spa,191.0,1,0.0115
Spa,2735.0,1,0.0115
Spa,784.0,1,0.0115
Spa,1674.0,1,0.0115
Spa,281.0,1,0.0115
Spa,4422.0,1,0.0115
Spa,16594.0,1,0.0115
Spa,4060.0,1,0.0115
Spa,6255.0,1,0.0115
Spa,757.0,1,0.0115
Spa,2864.0,1,0.0115
Spa,3208.0,1,0.0115
Spa,674.0,1,0.0115
Spa,4689.0,1,0.0115
Spa,2622.0,1,0.0115
Spa,13104.0,1,0.0115
Spa,268.0,1,0.0115
Spa,1520.0,1,0.0115
Spa,3538.0,1,0.0115
Spa,4170.0,1,0.0115
Spa,151.0,1,0.0115
Spa,461.0,1,0.0115
Spa,1053.0,1,0.0115
Spa,260.0,1,0.0115
Spa,338.0,1,0.0115
Spa,1374.0,1,0.0115
Spa,1158.0,1,0.0115
Spa,1104.0,1,0.0115
Spa,831.0,1,0.0115
Spa,866.0,1,0.0115
Spa,1147.0,1,0.0115
Spa,476.0,1,0.0115
Spa,7740.0,1,0.0115
Spa,3653.0,1,0.0115
Spa,12062.0,1,0.0115
Spa,743.0,1,0.0115
Spa,880.0,1,0.0115
Spa,1371.0,1,0.0115
Spa,1710.0,1,0.0115
Spa,3668.0,1,0.0115
Spa,4125.0,1,0.0115
Spa,7967.0,1,0.0115
Spa,799.0,1,0.0115
Spa,6616.0,1,0.0115
Spa,909.0,1,0.0115
Spa,945.0,1,0.0115
Spa,2462.0,1,0.0115
Spa,852.0,1,0.0115
Spa,159.0,1,0.0115
Spa,815.0,1,0.0115
Spa,960.0,1,0.0115
Spa,944.0,1,0.0115
Spa,2596.25,1,0.0115
Spa,10385.0,1,0.0115
Spa,7368.0,1,0.0115
Spa,1225.0,1,0.0115
Spa,257.0,1,0.0115
Spa,4651.0,1,0.0115
Spa,1608.0,1,0.0115
Spa,345.0,1,0.0115
Spa,8873.0,1,0.0115
Spa,573.0,1,0.0115
Spa,2435.0,1,0.0115
Spa,3583.0,1,0.0115
Spa,1287.0,1,0.0115
Spa,2645.0,1,0.0115
Spa,354.0,1,0.0115
Spa,846.0,1,0.0115
Spa,337.0,1,0.0115
Spa,517.0,1,0.0115
Spa,709.0,1,0.0115
Spa,397.0,1,0.0115
Spa,3026.0,1,0.0115
Spa,16139.0,1,0.0115
Spa,1372.0,1,0.0115
Spa,893.0,1,0.0115
Spa,3072.0,1,0.0115
Spa,753.0,1,0.0115
Spa,272.0,1,0.0115
Spa,1622.0,1,0.0115
Spa,483.0,1,0.0115
Spa,4488.0,1,0.0115
Spa,728.0,1,0.0115
Spa,628.0,1,0.0115
Spa,4027.0,1,0.0115
Spa,2677.0,1,0.0115
Spa,1051.0,1,0.0115
Spa,2170.0,1,0.0115
Spa,1257.0,1,0.0115
Spa,486.0,1,0.0115
Spa,510.0,1,0.0115
Spa,3733.0,1,0.0115
Spa,772.0,1,0.0115
Spa,735.0,1,0.0115
Spa,1282.0,1,0.0115
Spa,4225.0,1,0.0115
Spa,4102.0,1,0.0115
Spa,3028.0,1,0.0115
Spa,4463.0,1,0.0115
Spa,2204.0,1,0.0115
Spa,9124.0,1,0.0115
Spa,376.0,1,0.0115
Spa,4085.0,1,0.0115
Spa,1208.0,1,0.0115
Spa,892.0,1,0.0115
Spa,995.0,1,0.0115
Spa,5037.0,1,0.0115
Spa,813.0,1,0.0115
Spa,849.0,1,0.0115
Spa,1080.0,1,0.0115
Spa,771.0,1,0.0115
Spa,1528.0,1,0.0115
Spa,3175.0,1,0.0115
Spa,1739.0,1,0.0115
Spa,529.3333333333334,1,0.0115
Spa,326.0,1,0.0115
Spa,3615.0,1,0.0115
Spa,4759.0,1,0.0115
Spa,6202.0,1,0.0115
Spa,2448.0,1,0.0115
Spa,710.0,1,0.0115
Spa,1266.0,1,0.0115
Spa,375.0,1,0.0115
Spa,2624.0,1,0.0115
Spa,4926.0,1,0.0115
Spa,1200.0,1,0.0115
Spa,13036.0,1,0.0115
Spa,1339.0,1,0.0115
Spa,1095.0,1,0.0115
Spa,868.0,1,0.0115
Spa,1431.0,1,0.0115
Spa,550.0,1,0.0115
Spa,2421.0,1,0.0115
Spa,1452.0,1,0.0115
Spa,825.0,1,0.0115
Spa,605.0,1,0.0115
Spa,2113.0,1,0.0115
Spa,1899.0,1,0.0115
Spa,1402.0,1,0.0115
Spa,2835.0,1,0.0115
Spa,2549.0,1,0.0115
Spa,1409.0,1,0.0115
Spa,3508.0,1,0.0115
Spa,515.0,1,0.0115
Spa,1435.0,1,0.0115
Spa,1657.0,1,0.0115
Spa,2681.0,1,0.0115
Spa,723.0,1,0.0115
Spa,10860.0,1,0.0115
Spa,2987.0,1,0.0115
Spa,636.0,1,0.0115
Spa,3718.0,1,0.0115
Spa,1440.0,1,0.0115
Spa,6431.0,1,0.0115
Spa,2838.0,1,0.0115
Spa,13208.0,1,0.0115
Spa,287.3333333333333,1,0.0115
Spa,817.0,1,0.0115
Spa,3998.0,1,0.0115
Spa,1555.0,1,0.0115
Spa,656.0,1,0.0115
Spa,2788.0,1,0.0115
Spa,3133.0,1,0.0115
Spa,1418.0,1,0.0115
Spa,215.0,1,0.0115
Spa,6200.0,1,0.0115
Spa,644.0,1,0.0115
Spa,7818.0,1,0.0115
Spa,1324.0,1,0.0115
Spa,15331.0,1,0.0115
Spa,793.0,1,0.0115
Spa,877.0,1,0.0115
Spa,2650.0,1,0.0115
Spa,836.0,1,0.0115
Spa,381.0,1,0.0115
Spa,566.0,1,0.0115
Spa,448.0,1,0.0115
Spa,6704.0,1,0.0115
Spa,1306.0,1,0.0115
Spa,543.0,1,0.0115
Spa,3573.0,1,0.0115
Spa,2136.0,1,0.0115
Spa,1064.0,1,0.0115
Spa,905.0,1,0.0115
Spa,11001.0,1,0.0115
Spa,1756.0,1,0.0115
Spa,273.0,1,0.0115
Spa,1277.0,1,0.0115
Spa,1251.0,1,0.0115
Spa,1821.0,1,0.0115
Spa,3434.0,1,0.0115
Spa,591.8333333333334,1,0.0115
Spa,1006.0,1,0.0115
Spa,1404.0,1,0.0115
Spa,749.0,1,0.0115
Spa,2052.0,1,0.0115
Spa,2956.0,1,0.0115
Spa,1366.5,1,0.0115
Spa,1271.0,1,0.0115
Spa,1814.0,1,0.0115
Spa,1354.0,1,0.0115
Spa,1810.0,1,0.0115
Spa,693.0,1,0.0115
Spa,2998.0,1,0.0115
Spa,3873.0,1,0.0115
Spa,10887.0,1,0.0115
Spa,1318.0,1,0.0115
Spa,2525.0,1,0.0115
Spa,1439.0,1,0.0115
Spa,493.0,1,0.0115
Spa,1381.0,1,0.0115
Spa,619.0,1,0.0115
Spa,902.0,1,0.0115
Spa,4030.0,1,0.0115
Spa,2581.0,1,0.0115
Spa,1742.0,1,0.0115
Spa,339.0,1,0.0115
Spa,137.0,1,0.0115
Spa,748.0,1,0.0115
Spa,1197.0,1,0.0115
Spa,502.0,1,0.0115
Spa,694.0,1,0.0115
Spa,15238.0,1,0.0115
Spa,1940.0,1,0.0115
Spa,4098.0,1,0.0115
Spa,765.0,1,0.0115
Spa,475.0,1,0.0115
Spa,5492.0,1,0.0115
Spa,1635.0,1,0.0115
Spa,3001.0,1,0.0115
Spa,6167.0,1,0.0115
Spa,3044.0,1,0.0115
Spa,6075.0,1,0.0115
Spa,412.0,1,0.0115
Spa,1852.0,1,0.0115
Spa,1331.0,1,0.0115
Spa,10941.0,1,0.0115
Spa,2144.0,1,0.0115
Spa,5270.0,1,0.0115
Spa,861.0,1,0.0115
Spa,1305.0,1,0.0115
Spa,1284.0,1,0.0115
Spa,405.0,1,0.0115
Spa,1619.0,1,0.0115
Spa,322.0,1,0.0115
Spa,939.0,1,0.0115
Spa,2787.0,1,0.0115
Spa,5183.0,1,0.0115
Spa,1069.0,1,0.0115
Spa,1178.0,1,0.0115
Spa,6235.0,1,0.0115
Spa,2433.0,1,0.0115
Spa,1559.0,1,0.0115
Spa,971.0,1,0.0115
Spa,770.0,1,0.0115
Spa,2393.0,1,0.0115
Spa,2290.0,1,0.0115
Spa,612.0,1,0.0115
Spa,367.0,1,0.0115
Spa,1936.0,1,0.0115
Spa,1450.0,1,0.0115
Spa,4517.0,1,0.0115
Spa,2288.0,1,0.0115
Spa,1202.0,1,0.0115
Spa,1332.0,1,0.0115
Spa,2962.0,1,0.0115
Spa,1893.0,1,0.0115
Spa,738.0,1,0.0115
Spa,340.0,1,0.0115
Spa,6.666666666666667,1,0.0115
Spa,2711.0,1,0.0115
Spa,1027.0,1,0.0115
Spa,737.0,1,0.0115
Spa,9319.0,1,0.0115
Spa,882.0,1,0.0115
Spa,6691.0,1,0.0115
Spa,251.0,1,0.0115
Spa,1386.0,1,0.0115
Spa,1373.0,1,0.0115
Spa,6216.0,1,0.0115
Spa,3025.0,1,0.0115
Spa,1984.0,1,0.0115
Spa,2011.0,1,0.0115
Spa,5732.0,1,0.0115
Spa,382.0,1,0.0115
Spa,3427.0,1,0.0115
Spa,7352.0,1,0.0115
Spa,82.0,1,0.0115
Spa,631.0,1,0.0115
Spa,1109.0,1,0.0115
Spa,3348.0,1,0.0115
Spa,763.0,1,0.0115
Spa,504.0,1,0.0115
Spa,1958.0,1,0.0115
Spa,802.0,1,0.0115
Spa,708.0,1,0.0115
Spa,1433.0,1,0.0115
Spa,3981.0,1,0.0115
Spa,169.0,1,0.0115
Spa,789.0,1,0.0115
Spa,1565.0,1,0.0115
Spa,5907.0,1,0.0115
Spa,9038.0,1,0.0115
Spa,845.0,1,0.0115
Spa,413.0,1,0.0115
Spa,2241.0,1,0.0115
Spa,0.6,1,0.0115
Spa,1046.0,1,0.0115
Spa,447.0,1,0.0115
Spa,578.0,1,0.0115
Spa,2529.0,1,0.0115
Spa,1819.0,1,0.0115
Spa,1203.0,1,0.0115
Spa,4614.0,1,0.0115
Spa,1247.0,1,0.0115
Spa,315.0,1,0.0115
Spa,1193.0,1,0.0115
Spa,416.0,1,0.0115
Spa,512.0,1,0.0115
Spa,4494.0,1,0.0115
Spa,2761.0,1,0.0115
Spa,3440.0,1,0.0115
Spa,1175.0,1,0.0115
Spa,954.0,1,0.0115
Spa,2948.0,1,0.0115
Spa,449.0,1,0.0115
Spa,3778.0,1,0.0115
Spa,1748.0,1,0.0115
Spa,9927.0,1,0.0115
Spa,487.0,1,0.0115
Spa,3340.0,1,0.0115
Spa,1486.0,1,0.0115
Spa,410.0,1,0.0115
Spa,1144.0,1,0.0115
Spa,193.0,1,0.0115
Spa,366.0,1,0.0115
Spa,3003.0,1,0.0115
Spa,218.0,1,0.0115
Spa,518.0,1,0.0115
Spa,1792.0,1,0.0115
Spa,1640.0,1,0.0115
Spa,330.0,1,0.0115
Spa,1867.0,1,0.0115
Spa,2989.0,1,0.0115
Spa,1924.0,1,0.0115
Spa,2456.0,1,0.0115
Spa,1348.0,1,0.0115
Spa,1517.0,1,0.0115
Spa,2067.0,1,0.0115
Spa,261.0,1,0.0115
Spa,1156.0,1,0.0115
Spa,775.0,1,0.0115
Spa,1132.0,1,0.0115
Spa,1301.0,1,0.0115
Spa,3131.0,1,0.0115
Spa,2740.0,1,0.0115
Spa,452.0,1,0.0115
Spa,387.0,1,0.0115
Spa,1494.0,1,0.0115
Spa,989.0,1,0.0115
Spa,4507.0,1,0.0115
Spa,1366.0,1,0.0115
Spa,3565.0,1,0.0115
Spa,805.0,1,0.0115
Spa,1360.0,1,0.0115
Spa,513.0,1,0.0115
Spa,3094.0,1,0.0115
Spa,7113.0,1,0.0115
Spa,2596.75,1,0.0115
Spa,2210.0,1,0.0115
Spa,1353.0,1,0.0115
Spa,4643.0,1,0.0115
Spa,1283.0,1,0.0115
Spa,2882.0,1,0.0115
Spa,2247.0,1,0.0115
Spa,1675.0,1,0.0115
Spa,7561.0,1,0.0115
Spa,1097.0,1,0.0115
Spa,1953.0,1,0.0115
Spa,1493.0,1,0.0115
Spa,3200.0,1,0.0115
Spa,1590.0,1,0.0115
Spa,874.0,1,0.0115
Spa,2436.0,1,0.0115
Spa,855.0,1,0.0115
Spa,2177.0,1,0.0115
Spa,4840.0,1,0.0115
Spa,3314.0,1,0.0115
Spa,1817.0,1,0.0115
Spa,3975.0,1,0.0115
Spa,293.0,1,0.0115
Spa,4280.0,1,0.0115
Spa,332.5,1,0.0115
Spa,608.0,1,0.0115
Spa,4302.0,1,0.0115
Spa,3190.0,1,0.0115
Spa,3840.0,1,0.0115
Spa,3013.0,1,0.0115
Spa,1643.0,1,0.0115
Surnames,Casonston,122,1.4034
Surnames,Litthews,16,0.1841
Surnames,Oneiles,16,0.1841
Surnames,Domington,15,0.1726
Surnames,Briggston,14,0.161
Surnames,Browlerson,14,0.161
Surnames,Cartez,14,0.161
Surnames,Garnes,14,0.161
Surnames,Fulloydez,14,0.161
Surnames,Hinglendez,13,0.1495
Surnames,Moodman,13,0.1495
Surnames,Distured,13,0.1495
Surnames,Gibbsonton,13,0.1495
Surnames,Barbes,13,0.1495
Surnames,Fowlesterez,12,0.138
Surnames,Gainney,12,0.138
Surnames,Vloaf,12,0.138
Surnames,Gouldensen,12,0.138
Surnames,Georgasey,12,0.138
Surnames,Loway,12,0.138
Surnames,Ingston,12,0.138
Surnames,Willy,12,0.138
Surnames,Clemondsey,12,0.138
Surnames,Vandan,12,0.138
Surnames,Hanner,12,0.138
Surnames,Morelly,11,0.1265
Surnames,Clugete,11,0.1265
Surnames,Torrez,11,0.1265
Surnames,Powery,11,0.1265
Surnames,Coolerson,11,0.1265
Surnames,Pittler,11,0.1265
Surnames,Kiling,11,0.1265
Surnames,Jenson,11,0.1265
Surnames,Yorkland,11,0.1265
Surnames,Pread,11,0.1265
Surnames,Villenson,11,0.1265
Surnames,Haydenzier,11,0.1265
Surnames,Buckentry,11,0.1265
Surnames,Fla,11,0.1265
Surnames,Cofferson,11,0.1265
Surnames,Fryersonis,11,0.1265
Surnames,Cardner,11,0.1265
Surnames,Mosteraked,11,0.1265
Surnames,Sysilstict,11,0.1265
Surnames,Ousious,11,0.1265
Surnames,Chanan,11,0.1265
Surnames,Guerson,11,0.1265
Surnames,Wagnerray,11,0.1265
Surnames,Mclardson,11,0.1265
Surnames,Ainserfle,11,0.1265
Surnames,Belley,11,0.1265
Surnames,Crité,11,0.1265
Surnames,Pirejus,11,0.1265
Surnames,Platch,10,0.115
Surnames,Rigginsen,10,0.115
Surnames,Openduave,10,0.115
Surnames,Booneid,10,0.115
Surnames,Serry,10,0.115
Surnames,Tranciams,10,0.115
Surnames,Braymon,10,0.115
Surnames,Rilley,10,0.115
Surnames,Birt,10,0.115
Surnames,Meake,10,0.115
Surnames,Navages,10,0.115
Surnames,Vincenton,10,0.115
Surnames,Castannison,10,0.115
Surnames,Josey,10,0.115
Surnames,Gainebergan,10,0.115
Surnames,Minen,10,0.115
Surnames,Moodsey,10,0.115
Surnames,Sageng,10,0.115
Surnames,Woody,10,0.115
Surnames,Lopelases,10,0.115
Surnames,Santry,10,0.115
Surnames,Dal,10,0.115
Surnames,Wartyson,10,0.115
Surnames,Mckinsond,10,0.115
Surnames,Fone,10,0.115
Surnames,Wilsoney,10,0.115
Surnames,Boltund,9,0.1035
Surnames,Sancasey,9,0.1035
Surnames,Unkcatted,9,0.1035
Surnames,Ewiseston,9,0.1035
Surnames,Waltonnedy,9,0.1035
Surnames,Webstephrey,9,0.1035
Surnames,Foxter,9,0.1035
Surnames,Adavisons,9,0.1035
Surnames,Bardinard,9,0.1035
Surnames,Roses,9,0.1035
Surnames,Drakeekss,9,0.1035
Surnames,Invebodene,9,0.1035
Surnames,Bine,9,0.1035
Surnames,Quart,9,0.1035
Surnames,Pimne,9,0.1035
Surnames,Willangsey,9,0.1035
Surnames,Lowelliott,9,0.1035
Surnames,Bonnondry,9,0.1035
Surnames,Woodwinez,9,0.1035
Surnames,Hoppers,9,0.1035
Surnames,Shieldson,9,0.1035
Surnames,Wardendez,9,0.1035
Surnames,Mayods,9,0.1035
Surnames,Burchrison,9,0.1035
Surnames,Wolffy,9,0.1035
Surnames,Jacostaney,9,0.1035
Surnames,Scoudelle,9,0.1035
Surnames,Pollarkeeks,9,0.1035
Surnames,Mille,9,0.1035
Surnames,Flemaney,9,0.1035
Surnames,Monroellynn,9,0.1035
Surnames,Reedall,9,0.1035
Surnames,Matts,9,0.1035
Surnames,Potters,9,0.1035
Surnames,Myling,9,0.1035
Surnames,Handertiz,9,0.1035
Surnames,Bate,9,0.1035
Surnames,Hubbarrison,9,0.1035
Surnames,Beckeey,9,0.1035
Surnames,Vinozarks,9,0.1035
Surnames,Weavesend,8,0.092
Surnames,Bradlerson,8,0.092
Surnames,Flell,8,0.092
Surnames,Ble,8,0.092
Surnames,Spandisket,8,0.092
Surnames,Listive,8,0.092
Surnames,Flité,8,0.092
Surnames,Steinardson,8,0.092
Surnames,Wolfaddox,8,0.092
Surnames,Cardners,8,0.092
Surnames,Rocknight,8,0.092
Surnames,Bookerson,8,0.092
Surnames,Sweett,8,0.092
Surnames,Make,8,0.092
Surnames,Chavezalez,8,0.092
Surnames,Kramosley,8,0.092
Surnames,Flowensley,8,0.092
Surnames,Fryan,8,0.092
Surnames,Hubbarton,8,0.092
Surnames,Thorney,8,0.092
Surnames,Inghtal,8,0.092
Surnames,Sweekstarks,8,0.092
Surnames,Pentss,8,0.092
Surnames,Hednigic,8,0.092
Surnames,Cartz,8,0.092
Surnames,Ineedeve,8,0.092
Surnames,Joycerton,8,0.092
Surnames,Toddleton,8,0.092
Surnames,Bartines,8,0.092
Surnames,Wellierras,8,0.092
Surnames,Mcbriddley,8,0.092
Surnames,Tersimpson,8,0.092
Surnames,Apie,8,0.092
Surnames,Hapie,8,0.092
Surnames,Cartyernan,8,0.092
Surnames,Brightez,8,0.092
Surnames,Stannondez,8,0.092
Surnames,Gilleyons,8,0.092
Surnames,Terry,8,0.092
Surnames,Ramad,8,0.092
Surnames,Mckinn,8,0.092
Surnames,Lynnerett,8,0.092
Surnames,Briggins,8,0.092
Surnames,Jamai,8,0.092
Surnames,Warrishales,8,0.092
Surnames,Waring,8,0.092
Surnames,Emead,8,0.092
Surnames,Nichoan,8,0.092
